"Nummer";"EAN";"Name";"Einkaufspreis 1";"Endkundenpreis";"Bestand Hauptlager"
"82026";"";"82026";;0;
"82027";"";"82027";;0;
"82028";"";"82028";;0;
"82029";"";"82029";;0;
"82030";"";"82030";;0;
"19009";"072810293606";"LIGO, Sardinen in scharfer Tomatsauce mit Chili, rote Ligo, 155 g";0.59;1.19;0
"12035";"089686171679";"INDOMIE, Scharfes gebratene Nudeln, 80g";;0.4;0
"17075";"089686440188";"INDOFOOD, Nasi Goreng Gewürz, 50 g";;1.53;
"32103";"32013";"Cap Klenteng, Ting Ting Gepuk 130g";;2.03;
"70038";"407213";"Backform, 26cm";;6;0
"42024";"42024";"Warung Bakso, Pempek, 500g";;8.5;0
"20030";"4792038462405";"RENUKA, Kokosmilchpulver, 1 kg";;9.99;0
"32136";"4809012887397";"PHILLIPINE, Mango gezuckert 100g";;1.93;
"50000";"5000";"GIJU, Teh Melati, 40g";;1.49;
"16036";"5017689001537";"TRS, Kreuzkümmelpulver 100g";;1.72;
"16026";"5017689003142";"TRS, Korriander gemahlen 100g";;1.53;
"16027";"5017689004217";"TRS, Kurkumapulver 100g";;1.94;
"39035";"5020580002985";"Humza, Garlic Cubes, 400g";;3.06;
"39038";"5020580002985";"Humza, Garlic Cloves, 400g";;3.06;
"21023";"5728200180033";"Wind mill, Sambal Oelek, 200g";;1.6;0
"56034";"648436301119";"Paldo, Aloe Vera Pomegranat Getränke, 500ml";;1.53;
"70051";"6928317729794";"H & S, Sate Stäbchen 24,5 cm, 100pcs";;1.99;0
"32150";"733894323039";"MORISCA, Schichtkuchen Coconut Chocolate 365g";;3.57;
"32139";"733894323091";"MORISCA, Schichtkuchen Regenbogen 365g";;3.57;
"70050";"7394326808000";"HANDY, Allround Dusch (Bidet)";;35;0
"70025";"850163";"copy of Mutiara SK, Serabi-Kuchenform";;10;
"70025";"850163";"copy of Mutiara SK, Serabi-Kuchenform";;10;
"19032";"857451000451";"MEGA, Sardinen in Chilli-Tomatensauce, 425g";0.44;2.95;0
"23001";"8710161004510";"Tjap Kaki Tiga, Ketjap Medja 1L";;3.05;
"16012";"8710853051808";"LUCULLUS, Kentjur 1kg";;9.68;0
"40008";"8712641000258";"Tjendrawasih, Spekkoek Pandan, 700g";;8.15;30
"56032";"8712857973179";"A&W, Root Beer, 355ml";;1.53;
"39030";"8717703615531";"GOLDEN TURTLE, Gefrorenes Zitronengras (geschnitten), 250 g";;2.55;
"34013";"8717703622560";"H&S, Kandierte Ingwerstückchen, 200g";;3.19;
"14406";"8717703634280";"ROYAL TIGER, Jasmin Reis, 1kg";;2.64;0
"14920";"8719326149677";"King Medjoul Dates, 800 gr";;14;0
"12704";"8728200404030";"GOLDEN TURTLE, Gebratene Zwiebeln, 500 g";;3.05;0
"20013";"8728200404511";"WIND MILL, Kokosmilch 400ml";;1.62;
"27001";"8809059291009";"A+, getrocknete Seetang Yaki Nori, 25g";;2.5;0
"56020";"8850161163036";"COCO, Coconut Juice with Pulp, 520ml";;1.5;0
"12076";"8850250000754";"YUM-YUM, Instant-Nudeln mit Tom-Yum-Shrimp-Geschmack, 60g";;0.5;
"20004";"8850367100088";"CHAOKOH, Kokosmilchpulver, 60g";0.6;1.5;
"10012";"8850521151215";"FARMER Klebreismehl 400g";;1.5;
"14693";"8850706000376";"CHIU CHOW, Fishball und Seafood gemischt 200 g";;2.5;
"36024";"8851011115267";"TWIN ELEPHANTS, Toddy Palmkerne stark gezuckert (Scheiben), 565g";;1.99;
"36023";"8851011122265";"TWIN ELEPHANTS, gezuckerte Mangosteen, 565g";;1.94;
"41010";"8851035406006";"BDMP, gefrorene gedampfte Makrelen, 200g";;3.87;
"39029";"8851035844006";"BDMP, Tiefgefrorenes Gemüse für Tom Yum Suppe, 100g";;1.78;
"12094";"8852018101031";"YUM-YUM, Instant-Nudeln mit Ente-Geschmack, 60g";;0.5;
"12068";"8852018101079";"YUM-YUM, Instant-Nudeln Curry, 60g";;0.4;
"12073";"8852018240037";"YUM-YUM, Instant-Nudeln mit Meeresfrüchte Geschmack, 70g";;0.5;
"37008";"8852089105020";"ASIA FRESH, Frische Süße Tamarinde, 450g";;2.99;
"10058";"8858306004701";"GOLDEN PHOENIX, Natur Reis, 1kg";1.54;4.07;0
"10056";"8858306005982";"GOLDEN PHOENIX, Thai Duftreis Langkorn 5kg";;13.25;
"40007";"8858679670008";"Lamai Thai, Mango On Sticky Rice, 197g";;3.5;0
"14551";"8858702413664";"Taokaenoi,Tempura Seetang mit Sesame Classic";;1.99;
"20008";"8886303223016";"KARA, Kokosmilch 425 ml";;2.29;
"20027";"8887219200603";"HENG GUAN, Kokosmilch, 200ml";;1.31;
"31021";"892712280643";"NESIA, Kokos Palm Zucker 245g";;1.99;0
"21071";"8927122880612";"NESIA, Sambal Bakso, 250g";;3.57;0
"39039";"8927122887970";"NESIA, Djengkol, 200g";;12.23;
"28068";"8927122888274";"NESIA, Singkong Pedas, 250 g";;3.57;
"32060";"8927234887578";"NESIA, Opak Koekjes, 250g";;3.05;
"40004";"8927234887653";"Bet's, Lapis Legit Original, 425g";;7.64;
"40005";"8927234887684";"Bet's, Lapis Legit 3 Sorten, 425g";;7.64;
"29020";"8927234887875";"NESIA, Krupuk Tahu 100g";;2.03;
"56043";"8938507849414";"COCO XIM, Coconut Milk (Japanische Matcha), 330ml";;1.5;0
"54022";"8990588685855";"85, Javanischer Ingwersaft mit Orange+Honig, 10x20g";;4.5;
"32165";"8992775110119";"GARUDA, geröstete Erdnüsse ungeschält, 375 g";;3.5;0
"32016";"8992775210093";"GARUDA, Erdnuss Atom Knoblauch 375g";;2.05;
"35010";"8992984820410";"KOEPOE-KOEPOE, Backpulver, 45g";;1.78;0
"35014";"8992984820915";"KOEPOE-KOEPOE, Bumbu Spekoek, 25g";;1.94;
"21063";"8992984910241";"DUA BELIBIS, Chilisauce, 135ml";;1.93;
"82002";"8993338005033";"INDOSAR, Koyo Cabe, 12,5g";;1.54;
"54021";"8993371100245";"INTRA, Serbat Wangi, 22,5g";;0.51;
"21083";"8993440140165";"NESIA, Sambal Bajak, 230g";;3.76;0
"51040";"8994171101074";"LUWAK, White Kaffee 3 Geschmack Caramel, 20g";1.3;0.51;
"51038";"8994171101432";"LUWAK, Weißer Kaffee Weniger Zucker, 20g";;0.51;
"51037";"8994171101777";"LUWAK, White Kaffee 3 Geschmack Mocca Rose, 20g";;0.5;
"51035";"8994171101784";"LUWAK, White Kaffee 3 Gescmack, 200g";;3.06;
"32148";"8995077600197";"DUA KELINCI, Kacang Telur Oven 65g";;1.5;
"32085";"8995077601422";"DUA KELINCI, Kacang Koro, 70g";0.85;1.59;
"32013";"8995077601439";"DUA KELINCI, KOROKU, Chili Flavour, 70 g";;1.5;
"32014";"8995077602658";"DUA KELINCI, Kacang Campur Mixed Nuts 70 g";;1.5;
"32155";"8995077602696";"DUA KELINCI, Sukro Oven Garlic, 100g";0.6;1.99;
"14025";"8995899110110";"KOBE, gewürzmehl Gelb 75g";;1;0
"14032";"8995899110119";"KOBE, gewürzmehl Weiß extra 30%, 75g+25g";;1.5;0
"34014";"8996001338056";"Tamarin, Permen Sari Asam, 135g";;2.03;
"12139";"8996001524015";"SUPER BUBUR, Instant Porridge Rindergeschmack, 48 g";;1.5;0
"70021";"8997010490100";"ORCHID, Kukusan Siomay, 36cm";;25.65;
"70017";"8997010490391";"ORCHID, Dandang serbaguna, 26cm";;18.47;
"81012";"8997050801416";"Tiger Balm Rot, 20g";;3.59;
"51049";"8997234000048";"IDN.CO, Indonesischer Premium Kaffee GAYO, 500g";15.87;17.5;0
"51050";"8997234000055";"IDN.CO, Indonesischer Premium Kaffee MANDHELING, 500g";15.87;17.5;
"51051";"8997234000062";"IDN.CO, Indonesischer Premium Kaffee KERINCI, 500g";15.8;17.5;0
"12126";"8998866200813";"WINGSFOOD, Mie Sedaap Cup Goreng 85g";0.42;1.22;
"12128";"8998866200851";"WINGSFOOD, Mie Sedaap Cup Baso Spesial 77g";0.4;1.22;
"12130";"8998866201568";"WINGSFOOD, Mie Sedaap zwiebeln Hähnchen & Eier Nudeln 73g";0.42;0.5;
"12129";"8998866202343";"WINGSFOOD, Mie Sedaap koreanisches scharfes Hühnchen, 87g";0.22;0.5;
"12127";"8998866202404";"WINGSFOOD, Mie Sedaap Cup koreanisches scharfes Hühnchen 81g";0.42;1.22;
