"Artikel-Nr.";"Ean";"Name";"Verkaufte Menge";"Umsatz Brutto";"Tags";"Lieferant";"Hersteller";"Herstellernummer"
"";"null";"null";"3";"3,60";"";" ";"null";"null"
"";"null";"null";"3";"3,60";"";" ";"null";"null"
"";"null";"null";"2";"3,58";"";" ";"null";"null"
"";"null";"null";"3";"3,57";"";" ";"null";"null"
"";"null";"null";"3";"3,57";"";" ";"null";"null"
"";"null";"null";"3";"3,57";"";" ";"null";"null"
"19008";"072810293583";"LIGO, Sardinen in Tomatensauce, 155g";"3";"3,57";"";" ";"";""
"";"null";"null";"1";"3,55";"";" ";"null";"null"
"";"null";"null";"7";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,50";"";" ";"null";"null"
"";"null";"null";"1";"3,49";"";" ";"null";"null"
"";"null";"null";"3";"3,48";"";" ";"null";"null"
"";"null";"null";"3";"3,45";"";" ";"null";"null"
"";"null";"null";"3";"3,45";"";" ";"null";"null"
"";"null";"null";"3";"3,45";"";" ";"null";"null"
"";"null";"null";"7";"3,43";"";" ";"null";"null"
"";"null";"null";"2";"3,38";"";" ";"null";"null"
"";"null";"null";"2";"3,38";"";" ";"null";"null"
"";"null";"null";"2";"3,38";"";" ";"null";"null"
"";"null";"null";"2";"3,38";"";" ";"null";"null"
"";"null";"null";"11";"3,30";"";" ";"null";"null"
"";"null";"null";"1";"3,23";"";" ";"null";"null"
"";"null";"null";"1";"3,19";"";" ";"null";"null"
"";"null";"null";"2";"3,19";"";" ";"null";"null"
"";"null";"null";"1";"3,19";"";" ";"null";"null"
"";"null";"null";"1";"3,19";"";" ";"null";"null"
"";"null";"null";"1";"3,19";"";" ";"null";"null"
"";"null";"null";"1";"3,16";"";" ";"null";"null"
"";"null";"null";"1";"3,15";"";" ";"null";"null"
"50022";"8886007811045";"SOSRO, Teh Celup Heritage Jasmine, 25x2g";"1";"3,06";"";" ";"SOSRO";""
"";"null";"null";"3";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"3";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"14679";"";"Little Chef, Vegetable Spring Rolls, 300g";"1";"3,00";"";" ";"Little Chef";""
"56000";"087666066137";"COCO LOTO, Kokosnusssaft mit Fruchtfleisch, 350ml";"2";"3,00";"";" ";"COCO LOTO";""
"";"null";"null";"1";"3,00";"";" ";"null";"null"
"";"null";"null";"6";"3,00";"";" ";"null";"null"
"";"null";"null";"6";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"3";"3,00";"";" ";"null";"null"
"";"null";"null";"1";"3,00";"";" ";"null";"null"
"";"null";"null";"6";"3,00";"";" ";"null";"null"
"";"null";"null";"1";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"2";"3,00";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"";"null";"null";"1";"2,99";"";" ";"null";"null"
"14015";"";"KOBE, Tepung Kentucky Hot & Spicy, 80 g";"3";"2,97";"";" ";"KOBE";""
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"1";"2,89";"";" ";"null";"null"
"";"null";"null";"2";"2,85";"";" ";"null";"null"
"";"null";"null";"1";"2,80";"";" ";"null";"null"
"";"null";"null";"1";"2,79";"";" ";"null";"null"
"";"null";"null";"1";"2,79";"";" ";"null";"null"
"";"null";"null";"1";"2,75";"";" ";"null";"null"
"";"null";"null";"10";"2,75";"";" ";"null";"null"
"";"null";"null";"1";"2,75";"";" ";"null";"null"
"";"null";"null";"7";"2,73";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,69";"";" ";"null";"null"
"";"null";"null";"1";"2,61";"";" ";"null";"null"
"39050";"8888003190506";"SPRING HOME, TYJ SPRING ROLL PASTRY 50 Sheets (190mmx190mm), 550g";"1";"2,59";"";" ";"";""
"";"null";"null";"1";"2,59";"";" ";"null";"null"
"";"null";"null";"1";"2,59";"";" ";"null";"null"
"";"null";"null";"2";"2,58";"";" ";"null";"null"
"";"null";"null";"2";"2,58";"";" ";"null";"null"
"";"null";"null";"2";"2,58";"";" ";"null";"null"
"";"null";"null";"15";"2,54";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,50";"";" ";"null";"null"
"";"null";"null";"1";"2,49";"";" ";"null";"null"
"";"null";"null";"1";"2,49";"";" ";"null";"null"
"";"null";"null";"1";"2,49";"";" ";"null";"null"
"";"null";"null";"1";"2,47";"";" ";"null";"null"
"";"null";"null";"1";"2,45";"";" ";"null";"null"
"";"null";"null";"1";"2,45";"";" ";"null";"null"
"";"null";"null";"1";"2,45";"";" ";"null";"null"
"";"null";"null";"1";"2,45";"";" ";"null";"null"
"";"null";"null";"2";"2,40";"";" ";"null";"null"
"";"null";"null";"1";"2,39";"";" ";"null";"null"
"";"null";"null";"2";"2,38";"";" ";"null";"null"
"";"null";"null";"6";"2,34";"";" ";"null";"null"
"";"null";"null";"2";"2,30";"";" ";"null";"null"
"";"null";"null";"2";"2,30";"";" ";"null";"null"
"";"null";"null";"2";"2,30";"";" ";"null";"null"
"";"null";"null";"2";"2,30";"";" ";"null";"null"
"";"null";"null";"2";"2,00";"";" ";"null";"null"
"";"null";"null";"1";"2,00";"";" ";"null";"null"
"";"null";"null";"2";"2,00";"";" ";"null";"null"
"";"null";"null";"2";"2,00";"";" ";"null";"null"
"70043";"4029800199062";"H & S, Löffel aus Holz, 30cm";"1";"2,00";"";" ";"H&S";""
"";"null";"null";"1";"2,00";"";" ";"null";"null"
"";"null";"null";"2";"2,00";"";" ";"null";"null"
"39045";"8851035804000";"BDMP, gefrorene Galangascheiben, 300 g";"1";"1,99";"";" ";"BDMP";""
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"27009";"8852646224546";"THAI DANCER, eingelegte Ingwer 255g";"1";"1,99";"";" ";"";""
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"14554";"";"DUA KELINCI, Shanghai Balado, 150g";"1";"1,99";"";" ";"DUA KELINCI";""
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,99";"";" ";"null";"null"
"";"null";"null";"1";"1,95";"";" ";"null";"null"
"";"null";"null";"5";"1,95";"";" ";"null";"null"
"";"null";"null";"1";"1,90";"";" ";"null";"null"
"";"null";"null";"1";"1,90";"";" ";"null";"null"
"";"null";"null";"1";"1,90";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"38023";"8717703620566";"38023";"1";"1,89";"";" ";"";""
"";"null";"null";"1";"1,89";"";" ";"null";"null"
"";"null";"null";"2";"1,78";"";" ";"null";"null"
"";"null";"null";"2";"1,78";"";" ";"null";"null"
"";"null";"null";"1";"1,75";"";" ";"null";"null"
"";"null";"null";"1";"1,75";"";" ";"null";"null"
"";"null";"null";"1";"1,75";"";" ";"null";"null"
"";"null";"null";"1";"1,74";"";" ";"null";"null"
"14415";"8850487029108";"MALAFISH, gegrillte Trassie (Belacan), 25g";"2";"1,74";"";" ";"MALAFISH";""
"";"null";"null";"1";"1,69";"";" ";"null";"null"
"";"null";"null";"1";"1,69";"";" ";"null";"null"
"";"null";"null";"1";"1,64";"";" ";"null";"null"
"";"null";"null";"1";"1,60";"";" ";"null";"null"
"";"null";"null";"1";"1,59";"";" ";"null";"null"
"";"null";"null";"4";"1,56";"";" ";"null";"null"
"";"null";"null";"4";"1,56";"";" ";"null";"null"
"";"null";"null";"4";"1,56";"";" ";"null";"null"
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"14710";"";"THREE COCONUT TREE, Geschieben Zitronen Grass, 100g";"1";"1,50";"";" ";"THREE COCONUT TREE";""
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"14696";"";"Frische  Zitronengrass, 100gr";"1";"1,50";"";" ";"";""
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"";"null";"null";"1";"1,50";"";" ";"null";"null"
"";"null";"null";"1";"1,45";"";" ";"null";"null"
"";"null";"null";"1";"1,29";"";" ";"null";"null"
"";"null";"null";"1";"1,20";"";" ";"null";"null"
"";"null";"null";"1";"1,20";"";" ";"null";"null"
"";"null";"null";"4";"1,20";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,19";"";" ";"null";"null"
"";"null";"null";"1";"1,15";"";" ";"null";"null"
"";"null";"null";"1";"1,15";"";" ";"null";"null"
"";"null";"null";"1";"1,07";"";" ";"null";"null"
"";"null";"null";"2";"1,00";"";" ";"null";"null"
"";"null";"null";"1";"1,00";"";" ";"null";"null"
"";"null";"null";"2";"1,00";"";" ";"null";"null"
"";"null";"null";"1";"1,00";"";" ";"null";"null"
"";"null";"null";"2";"1,00";"";" ";"null";"null"
"";"null";"null";"1";"1,00";"";" ";"null";"null"
"14803";"";"TICTAC, Pilus Gegrillte Garnelen, 100g";"1";"0,99";"";" ";"DUA KELINCI";""
"";"null";"null";"1";"0,99";"";" ";"null";"null"
"";"null";"null";"1";"0,99";"";" ";"null";"null"
"";"null";"null";"1";"0,99";"";" ";"null";"null"
"";"null";"null";"1";"0,99";"";" ";"null";"null"
"";"null";"null";"1";"0,99";"";" ";"null";"null"
"";"null";"null";"1";"0,97";"";" ";"null";"null"
"";"null";"null";"1";"0,63";"";" ";"null";"null"
"";"null";"null";"1";"0,60";"";" ";"null";"null"
"";"null";"null";"1";"0,59";"";" ";"null";"null"
"";"null";"null";"1";"0,50";"";" ";"null";"null"
"";"null";"null";"1";"0,50";"";" ";"null";"null"
"";"null";"null";"0";"0,00";"";" ";"null";"null"
"";"null";"null";"0";"0,00";"";" ";"null";"null"
"";"null";"null";"1";"0,00";"";" ";"null";"null"
"";"null";"null";"5";"0,00";"";" ";"null";"null"
"";"null";"null";"0";"0,00";"";" ";"null";"null"
"";"null";"null";"-2";"-4,23";"";" ";"null";"null"
"";"null";"null";"-3";"-7,78";"";" ";"null";"null"
